Hviezdičky,Miesto,Adresa,Text,Datum
5,Schron Miechowice,"Kasztanowa róg, Stolarzowicka, 41-923 Bytom, Polsko","Protiletecký kryt je otevřen pouze čtyřikrát do roka. Je to však neopakovatelný zážitek a možnost, jak nezapomenout na hrůzy války a na historii. V krytu zažijete audiovizuální ukázku válečného náletu. Chvílemi jste v totální tmě a jen slyšíte bombardování letadel, hukot a křik.
Tma umocněná zavřenými očima a vším tím hlukem a rykotem je opravdu autentické.
Pak se rozsvítí a vy máte možnost v tak malém a stísněném prostoru si prohlédnout autentické exponáty, dokumenty, fotky. Po celou dobu vás provází mluvené slovo o tragédii, která se stala v Miechovicích na konci druhé světové války.
Jednou v roce-leden-dobrovolníci v uniformách inscenují v areálu nad krytem a v přilehlých ulicích, boje druhé světové války.
Památka všem obětem Miechovic.",2021-05-16
5,Kościół Ewangelicko-Augsburski,"Matki Ewy 1, 41-908 Bytom, Polsko","Kostel a další přilehlé budovy se nachází v areálu, který prošel revitalizací. Je to klidné a pokorné místo. Doporučuji jeho návštěvu. Návštěva bude krátká, ale dozvíte se kousek historie.
Szlak Matki Ewy - budovu OSTOI POKOJU daroval otec své dceři Evě. Ta se rozhodla, že se vzdá života na zámku Tiele-Winckler v Miechowicích a vstoupí do řádu.  Sama bydlela v domě, který se nachází v tomto areálu. Vybavení domu je původní.
Matka Ewa se celý svůj život starala o sirotky, lidi bez domova a seniory. Tento areál tomuto účelu slouží i dnes.",2021-05-16
4,Park Tiele-Wincklerów w Miechowicach,"41-908 Bytom, Polsko",Park prošel v posledních třech letech revitalizací. Součásti parku je i velmi krásné dětské hřiště. A především se zde nachází opravené západní křídlo zámku Tiele-Winckler v Miechovicích.,2021-05-16
5,Pałac Tiele-Wincklerów w Miechowicach,"Dzierżonia 30, 41-923 Bytom, Polsko","Zámek v Miechovicích. V současné době stojí již jen jeho opravený  fragment západního křídla.
Zámek byl dokončen v roce 1860. Na konci druhé světové války ho vypálili vojáci sovětské armády. V roce 1954 byl celý zámek vyhozen do povětří, aby již nepřipomínal hořkou pachuť válečných zločinů, které byly v Miechovicích zpáchány na civilním obyvatelstvu.
Je součástí parku, který prošel v posledních cca třech letech revitalizací. Krásná procházka parkem. Před parkem je hezké hřiště s hracími prvky pro děti.",2021-05-16
2,Taco Mexicano,"Pawła Stalmacha 5, 42-600 Tarnowskie Góry, Polsko","Restaurace má dvě patra a venkovní terasu. V sobotní večer byla plná a bez rezervace si nesednete. Jídelní lístek nabízí rádoby tradiční mexickou kuchyni. Vůbec to tak ale nechutná.
Obsluha byla v dostatečném počtu, ale v naprostém chaosu a absolutně nezvládla obsluhovat hosty. Na jídlo jsme čekali přiměřeně k plné restauraci. To bylo v pořádku. Jedno jídlo nedonesli vůbec. Na dezert jsme čekali nepřiměřeně dlouho, museli jsme se i připomínat a nebyl ještě vůbec dobrý.
Pití jsme dostali na začátku, pak už se ani nikdo nezastavil pro prázdné sklo, natož, aby se zeptal, zda si ještě něco dáme.
Je to škoda, restaurace takto přichází o peníze. Určitě bychom si něco dali k pití a zpříjemnili si čas na čekání na dezert.
Má představa o mexických jídlech byla jiná.
A představa, jak má fungovat obsluha, taky. Škoda pro ně. Jinak prostředí restaurace bylo velmi fajn.
Bohužel, sem už nezavítáme. Vyzkoušíme zase jiné restaurace a chutě.",2021-05-16
5,Tarnowskie Góry town square,"Rynek 1, 42-600 Tarnowskie Góry, Polsko","Náměstí žije i večer. Restaurace a hospůdky jsou plné a zábava s přáteli může začít!
Parkovat lze zdarma v přilehlých uličkách. Na náměstí nelze vjet. Můžete jen jednou boční uličkou projekt jedním rohem náměstí.",2021-05-16
4,Point Toll Brzęczkowice,"Brzeczkowice Toll Plaza, 41-412 Mysłowice, Polsko","A4 Katowice-Kraków - další mýtná brána.
Zde platíte na místě dle ceníku za vjezd na dálnici A4, a to 10 zl (osobní auto), což je cca 62 Kč.
Před Krakowem Vás zkásnou o dalších 10 zl na výjezdu z tohoto zpoplatněného úseku.
Jede se však dobře. Rychle.
Kdo chce šetřit nebo se kochat okolím, může z Katowic jet jinou trasou.",2021-05-16
5,Toll Booth Balice A4 Motorway,"32-083 Zabierzów, Polsko",Mýtná brána na průjezd Kraków - Katowice. Cena na vjezdu 10 zl. Cena při výjezdu také 10zl. Úsek je ale rychlý. Platba v hotovosti nebo kartou.,2021-05-16
5,Waterpark Park Bešeňová,"Bešeňová 136, 034 83 Bešeňová, Slovensko","Co jiného napsat než boží. A dát palec nahoru. Určitě by se našli mouchy, ale pro odpočinek znaveného těla, super záležitost.
Parkovištěm velké a plně obsazené. Chvíli to trvá než najdete místo. Pokladny otevřené v plném počtu. Vše s minimálními frontami. Šatny společné, trošku šrumec. Uvnitř dobrá navigace a mapky. Bary s dobrou nabídkou. Výtečný byl venkovní bar v bazénu. Atrakcí spoustu. Venkovní bazény super a pokud se chcete vyhnout křiku dětí, tak je to ta nejlepší volba. Voda báječná. Škoda jen okolní zástavby, která kazí a znemožňuje výhledy do krajiny. A snad poslední postřeh ""divoká řeka"" není tak divoká.",2021-05-16
5,Liskovská jaskyňa,"034 81 Lisková, Slovensko","Krásné místo, vedle kterého se buduje dálnice. Škoda. Jeskyně je uzamknutá. Skála kluzčí.
Po lesní pěšině můžete absolvovat Křížovou cestu.
Velmi příjemná procházka na jejímž konci se nachází nejen kaplička, ale také pěkný výhled na krajinu.",2021-05-16
5,AQUA-VITAL Park KÚPELE LÚČKY,"Lúčky - kúpele, 034 82 Lúčky, Slovensko",Příjemné místo s větším venkovním bazénem a jedním vnitřním bazénem. Nově i Vital svět. Klidnější místo pro relax. Okolí je super na procházky.,2021-05-16
5,Lučanské travertíny,"Slobody 034 82, 034 82 Lúčky, Slovensko",Krátké zastavení v Lúčkach.,2021-05-16
5,Vital Cafe,"Lúčky - kúpele 535, 034 82 Lúčky, Slovensko","Vital Café Lúčky, milé posezení na terase s kávou.
Pohoda a klid. To patří k tomuto místu.",2021-05-16
5,SPA LUCKY,"Lúčky - kúpele, 034 82 Lúčky, Slovensko",Lázně Lúčky.,2021-05-16
5,Lúčanský vodopád,"Lúčky, 034 82 Lúčky, Slovensko","Krásné místo!
Vodopád je v obci Lúčky, jako srdce, co tepe a vhání sem život.
Zaparkovat lze buď přímo u vodopádu. Nebo si zajeďte nahoru k lázním (Kupele Lúčky).
K vodopádu sejdete pohodlně po asfaltové cestě - naučnou stezkou s informacemi o životě včel.
Zpět k autu se můžete podívat na Lučanské travertíny.",2021-05-16
5,Penzión Šindlovec,"Zuberec 379, 027 32 Zuberec, Slovensko","Rychlá, milá a mladá obsluha.
Výběr z jídelního lístku je rozdělen na tradiční kuchyň Mamy a standardní jídla.
Porce velké, dobře kořeněné, teplé. Spokojenost.
Pivo točené Plzeň. Palec nahoru.
Posezení možné venku i vevnitř. Vše v přírodě. Pohoda, jak má být.
Parkování před restaurací a přes cestu.",2021-05-16
5,Jánošíkove diery,"Biely Potok 664, 013 06 Terchová, Slovensko","Krásná a neopakovatelná cesta. Krásná příroda. Trošičku adrenalinu. Trasa ale není náročná. Čítá několik okruhů. Vybere si opravdu každý. Jak rodiny s dětmi, mladší či starší generace. Z Jánošíkových dier lze vyjít na Malý či Velký Rozsutec.
Parkování zajištěno na několika parkovištích u hotelu Diery. Cena na celý den 5€.
Z ceny parkovného a z prodeje suvenýrů se spolek stará o údržbu chodníků, řetězů a stezek.
Moc děkujeme za krásný zážitek.",2021-05-16
5,"ABI AUTO, s.r.o. Liberec","Svobody 774/77, 460 15 Liberec","Vždy ochotně pomůžou a opraví!
Děkuji!",2021-05-16
3,Oravský hrad,"hrad 1, 027 41 Oravský Podzámok, Slovensko","Velké zklamání, že v letní sezóně pokladna zavírá v 16 hodin. Po 17 hodině se podhradí vylidnilo. Kavárny zavíraly a uklízely. Pro prázdninový provoz mi to osobně přijde dost brzy.
Dvě restaurace naproti Oravskému hradu otevřeny. Nabídka jídel široká. Výhled dokonalý a pivo bravurní!",2021-05-16
3,Monte Rosa,"Nowotarska 8, 34-500 Zakopane, Polsko","Zakopane. Tak to byl kulturní šok. Od horského městečka bych čekala pokoru, klid, hospůdky. Místo, odkud budu podnikat horské tůry a večer posedím, poklábosím s přáteli.
Toto je přehlídka nevkusu v jedné táhnoucí se kolonádě se směsicí obchodů renomovaných a předražených značek.
Je to přesně to místo, kam se jedou lidé předvádět.
Omlouvám se, ale takový dojem jsem získala.
Občerstvení, kiosků, zmrzlin, cukráren, restaurací- velký výběr.
Možností ubytování také přehršel. Vybere si každý.
Toto místo si mě nezískalo a jistě se sem nevrátím.",2021-05-16
5,Kaplnka sv. Marie Magdaleny,"Breh, 027 32 Habovka, Slovensko",Klidné místo pro relax...,2021-05-16
5,Gubałówka - Kraina Światła,"górna stacja kolei na Gubałówkę, Droga Zubka 10, 34-500 Zakopane, Polsko","Rychle, bezpečně, vzhůru do výšin!
Jízdenka tam i zpět, dospělá osoba 25 zl, což je cca 150 Kč.
Hezké výhledy na Zakopane.
Nicméně nahoře cesta doslova obsypána stánky s kýčovým zbožím. Zůstane Vám trochu pachuť na jazyku, nebo spíše v očích.",2021-05-16
5,Costa Coffee,"Mariusza Zaruskiego 2, 34-500 Zakopane, Polsko","Příjemná obsluha.... Renesanční budova....
Asi už něco pamatuje.
Uvnitř však moderní s vynikající kávou.",2021-05-16
4,Toll Plaza Karwiany,"55-040 Ślęza, Polsko","Dnes bez kolon. Dobrý den, dobrý čas.
Jindy se zde zdržíte okolo 10 minut.
Pokud mají Poláci svátek a vrací se z Německa, postojíte tu i přes hodinu. Bohužel.
Celá zpoplatněná trasa dálnice A4 je cca 152 km. Poslední""bramka"" ZERNICA - u Gliwic.
Zaplatíte 16,20 zl což je cca 100 Kč.
Tato cesta se Vám vyplatí, pokud jedete do Polska na Katowice, Kraków a pak pokračujete na Rzeszów ...
Ale vyplatí se tudy jet i na Slovensko, nebo i do Ostravy.",2021-05-16
5,Shell,"A4 61 Km 216, Kier, 49-100 Wrocław, Polsko","SHELL a KFC. Parkování s možností si natankovat a občerstvit se. Velké parkoviště, toalety na Shell, toalety v KFC, na zadním parkovišti i veřejné toalety. Můžete se občerstviti i na krytých posezeních.",2021-05-16
5,Městský úřad Hodkovice nad Mohelkou,"nám. T. G. Masaryka 1, 463 42 Hodkovice nad Mohelkou",Malebné náměstí v Hodkovicích s městským úřadem jako dominantou. Na náměstí lze příjemně posedět a pozorovat místní ruch.,2021-05-16
5,Šenk a restaurace Lékárna,"nám. Republiky 97/9, 301 00 Plzeň 3-Vnitřní Město","Krásná, milá, přívětivá! Prostě Lékárna!",2021-05-16
5,Chráněná krajinná oblast Český ráj,Nenalezeno,"Krásná příroda. Skvělý okruh. Parking Sedmihorky Lázně. Vyrazíte směr Hrubá Skála. Pohodová procházka i pro menší děti. Na Hrubé Skále krásný zámek, krásná vyhlídka, krásný odpočinek. Možnost výběru z několika občerstvení. Pak lze pokračovat na Adamovo lože, na Mariánskou vyhlídku a stále po modré. Vrátíte se zpět do Sedmihorek Lázně. Super, super, super.",2021-05-16
5,Katedrála svatého Bartoloměje,"nám. Republiky, 301 00 Plzeň 3","Katedrála je v tomto čase zavřená, probíhá rekonstrukce. Ale lze si vyšlápnout schody na věž a kochat se výhledy na Plzeň. Určitě to stojí za to.",2021-05-16
5,Pivovar Plzeňský Prazdroj,"U Prazdroje 64/7, 301 00 Plzeň 3","Dnešní oběd:
- řádně vychlazeno s hustou krémovou pěnou
- plná chuť a řádný říz
Jak jinak začít návštěvu pivovaru, než si dát jedno?
Pak už jen zajít na dobré jídlo Na Spilce. Navštívit ležácké sklepení, bednářskou dílnu, návštěvnické centrum či prodejnu s reklamními věcmi. Výlet se vším všudy.",2021-05-16
5,Pizzerie Restaurant Plaudit,"Bezručova 698, 511 01 Turnov 1","Příjemné posezení na terase v těchto letních dnech. V nabídce tanková Plzeň. Super. Dnes jsme ale dali přednost čepovanému ochucenému Birellu.Taky na jedničku. Obsluha příjemná, milá a rychlá, nevtíravá.  Ze speciálního menu dobrý výběr. Jídlo chutné, dochucené. Parkování v ulici. Uvnitř je restaurace také velmi příjemná, jen mě zmátlo značení toalet.",2021-05-16
5,Kozákov,513 01 Chuchelna-Semily,(žádný text),2021-05-16
5,Mlýnská strouha,301 00 Plzeň 3,Odpočinkové místo. Spousty zeleně. Místo pro piknik. Místo pro setkávání. Blízko park. Ale také i kavárny.,2021-05-16
5,Velká synagoga,"Sady Pětatřicátníků 35/11, 301 37 Plzeň",Krásná stavba se spousty detaily. Bohužel bylo zavřeno.,2021-05-16
5,Automyčka IMO Plzeň,"Jateční 2, 312 64 Plzeň 4",Super mytí!,2021-05-16
5,Sportovní areál Sport Park Liberec,"Jeronýmova 570/22, 460 07 Liberec-Horní Růžodol","Sportoviště pro veřejnost, kluby, oddíly, organizace. Široké vyžití pro děti, mládež i starší ročníky. Dobrý dojezd. Parkování zdarma. Každý najde to své.",2021-05-16
5,Občerstvení U Bati Turnov.,"Palackého 147, 511 01 Turnov 1","Vzdušný a velký prostor. Hezké posezení. Milá obsluha. Výborná káva. Dostatečný výběr ze zákusků, chlebíčků. Zmrzka taky super. Byli jsme spokojeni a svou kávu jsme si náležitě vychutnali beze spěchu a ničím nerušeni.",2021-05-16
5,Katedrála sv. Víta,"III. nádvoří 48/2, 119 01 Praha 1-Hradčany","Impozantní místo, které musíte vidět a navštívit.",2021-05-16
5,PIZZERIE PRISHTINA,"Žitavská 2602, 407 47 Varnsdorf 1",(žádný text),2021-05-16
5,Restaurace Poříčí,"Petříkovická 201, 541 03 Trutnov 3","Příjemné místo, sympatická obsluha, chutné jídlo. Studené pivo! Parkovací místo za restaurací. Z parkingu vstup na venkovní zahrádku. Herní prvky pro děti. Spokojenost.",2021-05-16
5,Adršpašské skály,"Dolní Adršpach, 549 57 Adršpach-Teplice nad Metují","Krásná příroda Adršpachu okořeněná v těchto dnech tichem bez turistů. Opravdu super. Dostupné parkování, pokladny v dochozí vzdálenosti. Včetně infocentra. Pohodový okruh, který zvládne každý (mladší i starší generace). Jízda lodičkou s nezapomenutelným komentářem. Vyhlídky, velké panorama. Ozvěny. Zaplavený lom. Po trase lavičky a odpočívací zóny. Odpadkové koše. Dřevěné totemy s názvy skalních útvarů, samozřejmostí. Vše v ČJ, AJ, NJ a PL. Pro zdatnější chodce okruh nabízí i trasu do Teplických skal. Výlet doporučujeme.",2021-05-16
5,Globus Hypermarket,"Chlumecká 765/6, 198 00 Praha 14-Černý Most",Velká přehledná dvoupatrová prodejna. Zastřešený parking. Pohodlné nakupování.,2021-05-16
5,Výtopna Railway Restaurant,"Václavské nám. 802/56, 110 00 Nové Město",(žádný text),2021-05-16
5,Staroměstské náměstí,"Staroměstské nám., 110 00 Josefov","Dnes s minimem turistů. Mohu říct, že opravdu odpočinkové a krásné místo. Staroměstská radnice nádherná historická budova. Obhlídka stojí za to. Nově je na náměstí vztyčen Mariánský sloup.",2021-05-16
5,Safari Park Dvůr Králové,"Štefánikova 1029, 544 01 Dvůr Králové nad Labem 1","Velká, krásná, rovinatá, prostorná a rozlehlá zoo. Dobře se parkuje, rychlý nákup vstupenek a doporučení na Safari Bus. Rodinné vstupné. Mapka zoo ke vstupenkám. Po celém areálu dostatek zón pro odpočinek, lavičky, hrací prvky pro děti. Dostatek občerstvovacích stánků a košů na odpadky. Navigace po zoo dostatečná. Safari lze navštívit buď Safari Busem (chce to ale včasné zakoupení jízdenky) nebo vlastním vozem. Spoustu pěších vyhlídek na zvířata. Návštěva zoo stojí za to. Líbí se nám. Pravidelně se vracíme.",2021-05-16
5,Zubní Lékař Gogárová Jitka MUDr.,"28. října 1660, 466 01 Jablonec nad Nisou 1",(žádný text),2021-05-16
5,Restaurace a penzion V Ráji,"32, 28. října 78, 460 07 Liberec","Venkovní zahrádka, příjemná obsluha. Pro děti trampolína.",2021-05-16
5,Pekařství a cukrářství u Bláhů - OC Nisa,"České mládeže 456, 463 12 Liberec-Doubí",Rychlý nákup.,2021-05-16
5,Supermarket BILLA,"NG Liberec Plaza, Palachova 1404/2, 460 90 Liberec","Prodejna je po rekonstrukci. Hezké nové prostředí. Člověk si teď jen musí zvyknout, že zboží je poskládané jinak. Ale za mě, moc dobrý.",2021-05-16
